what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1353897189842
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1353897189842
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1353897189842
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1353897189842
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1353897189842
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1353897189842
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1353897190403
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1353897191214
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897191214
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1353897192993
opened,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897195848
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897196160
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897213257
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897214630
closed,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897214630
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1353897350912
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1353897351302
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897353142
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1353897359788
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353897360350
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353897377432
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1353897377510
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353897377541
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353897379740
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353897578157
