what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904135864
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904210104
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904215034
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904215845
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353904223943
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904226331
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353904555959
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1353904565616
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1353904568736
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1353904570327
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1353904597237
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1353904598205
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904598517
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904627830
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904644709
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904646503
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904646534
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904652836
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904657142
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904658047
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904658796
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353904665848
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904668283
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353904821351
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1353904878852
