what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353870908322
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1353870929054
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353870930224
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1353870932252
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353870938680
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870948445
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870948445
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870948554
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870960083
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870960863
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870983046
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353870991096
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1353870992281
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1353870993592
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353870993888
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353871002140
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ProblemView,1353871002156
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353871009301
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353871044136
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353871047146
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353871047926
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353871049876
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1353871051171
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1353871051218
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353871056133
