what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938052554
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938077924
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938109113
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938109129
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938109191
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938148260
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938174035
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938212987
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938214547
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938406949
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938409788
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938411052
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353938411317
stopped,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1353938411707
stopped,bundle,com.altera.debug.cdi.gdb.plugin,9.1.0.222,com.altera.debug.cdi.gdb.plugin,1353938411707
stopped,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1353938411707
stopped,bundle,com.altera.sbtgui.ui,9.1.0.222,com.altera.sbtgui.ui,1353938411707
stopped,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1353938411707
stopped,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1353938411707
stopped,bundle,org.eclipse.cdt.debug.ui,5.0.1.200809120802,org.eclipse.cdt.debug.ui,1353938411723
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,5.0.1.200809120802,org.eclipse.cdt.managedbuilder.ui,1353938411723
stopped,bundle,org.eclipse.cdt.make.ui,5.0.1.200809120802,org.eclipse.cdt.make.ui,1353938411723
stopped,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1353938411723
stopped,bundle,com.altera.sbtgui.flash.plugin,9.1.0.222,com.altera.sbtgui.flash.plugin,1353938411723
stopped,bundle,com.altera.sbtgui.gprof,9.1.0.222,com.altera.sbtgui.gprof,1353938411723
