what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904882393
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1353904891504
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904891816
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904919272
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353904919303
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904929973
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904932984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904933015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904939068
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904943077
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353904943951
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904945807
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353904952204
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353904954609
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353905281507
executed,command,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.edit.text.c.toggle.comment,1353905285485
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1353905287092
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353905289262
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353905329414
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353905330708
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353905332003
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353906420888
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1353906420920
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353906423681
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353906430280
