what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936766263
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936772988
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936777247
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936778074
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353936778854
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353936785798
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353936788219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936961578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936962421
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1353936969193
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936970302
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936973719
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1353936982737
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936985514
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936986310
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936987059
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353936990429
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937019559
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937044710
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353937051357
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937052995
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937056475
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937060921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937062825
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353937063074
